id,vink_nr,vink_date,ground,street,city,result,season,kickoff,gate,ticket,countfor92,rating,club_id,away_club_id,user_id,created_at,updated_at,league_id,programme_link,ticket_link,latitude,longitude
246,238,2014-04-19 00:00:00,Bickland Park,Bickland Water Road,Falmouth,1-2,2013-2014,15:00,75,5.0,false,3,332,333,1,2014-04-21 17:30:29.26529,2014-08-14 18:12:37.383017,45,https://dl.dropboxusercontent.com/u/45762137/Football/england/falmouthtown/programme_falmouth.jpeg,"",50.1470052,-5.0949764
247,239,2014-04-26 00:00:00,Pilot Field,Elphinstone Road,Hastings,1-0,2013-2014,15:00,492,10.0,false,5,334,335,1,2014-04-27 13:24:08.913376,2014-08-14 18:12:38.004268,44,https://dl.dropboxusercontent.com/u/45762137/Football/england/hastingsunited/programme_hastings.jpeg,https://dl.dropboxusercontent.com/u/45762137/Football/england/hastingsunited/ticket_hastings.jpeg,50.8677487,0.58185
248,800,2001-03-04 00:00:00,Craven Cottage,"",London,1-1,2000-2001,14:00,16468,13.0,true,,7,4,13,2014-05-06 16:47:03.67538,2014-08-14 18:12:38.204464,2,"","",51.5073509,-0.1277583
249,240,2014-05-17 00:00:00,Holm Park,Hamilton Street,Clydebank,1-3,2013-2014,14:00,,5.0,false,3,336,337,1,2014-05-21 06:21:00.418697,2014-08-14 18:12:38.602835,49,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/clydebank/programme1.jpeg,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/clydebank/ticket1.jpeg,55.893277,-4.3907074
250,241,2014-05-18 00:00:00,East End Park,Halbeath Road,Dunfermline,0-3,2013-2014,16:05,8288,15.0,false,3,233,297,1,2014-05-21 06:24:08.682663,2014-08-14 18:12:38.882593,40,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/dunfermline/Programma%20Dunfermline.jpg,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/dunfermline/ticket2.jpeg,56.0783633,-3.4218691
251,242,2014-08-09 00:00:00,Colston Avenue,Colston Avenue,Carshalton,0-0,2014-2015,15:00,183,10.0,false,3,107,338,1,2014-08-12 07:16:56.677364,2014-08-14 18:12:39.184441,44,https://dl.dropboxusercontent.com/u/45762137/Football/england/carshaltonathletic/programme.jpeg,https://dl.dropboxusercontent.com/u/45762137/Football/england/carshaltonathletic/ticket.jpeg,51.3680253,-0.1697185
223,222,2013-12-28 00:00:00,Edgar Street,Edgar Street. Hereford. United Kingdom,"",1-0,2013-2014,19:30,1848,12.0,false,4,80,184,1,2014-02-12 18:22:43.930403,2014-08-14 18:12:39.50024,5,"","",52.0617665,-2.718754
1,2,2003-10-04 00:00:00,White Hart Lane,Paxton Road. Londen. United Kingdom,,3-0,2003-2004,15:00,36137,29.0,true,,17,6,1,2014-02-12 18:22:40.681703,2014-08-14 18:12:39.873361,1,,,51.4852599,-0.2552702
140,92,2008-08-12 00:00:00,Gigg Lane,Gigg Lane. Bury. United Kingdom,,0-2,2008-2009,19:45,4176,10.0,true,,48,28,1,2014-02-12 18:22:42.704744,2014-08-14 18:12:09.554,14,,,53.5804806,-2.2949624
145,153,2011-08-26 00:00:00,Highbury,Highbury Avenue. Fleetwood. Verenigd Koninkrijk,,0-0,2011-2012,19:45,2111,12.5,true,,154,118,1,2014-02-12 18:22:42.833049,2014-08-14 18:12:10.75607,5,,,53.9162589,-3.0261675
158,150,2011-08-23 00:00:00,Cappielow Park,Sinclair Street. Greenock. United Kingdom,,3-4,2011-2012,19:45,4959,12.0,false,,150,136,1,2014-02-12 18:22:43.017259,2014-08-14 18:12:13.609291,26,,,55.9386956,-4.7273251
171,176,2012-08-27 00:00:00,The Crabble,Crabble Road. Dover. United Kingdom,,0-0,2012-2013,15:00,829,12.0,false,,169,120,1,2014-02-12 18:22:43.201754,2014-08-14 18:12:17.459318,7,,,51.1401906,1.2868657
181,1,2002-12-28 00:00:00,The Valley,Floyd Road. SE7. London. United Kingdom,,1-0,2002-2003,15:00,26196,20.0,true,,24,18,1,2014-02-12 18:22:43.342844,2014-08-14 18:12:20.082115,1,,,51.4869988,0.0338331
163,168,2012-03-10 00:00:00,Top Field,Fishponds Road. Hitchin. Verenigd Koninkrijk,,0-1,2011-2012,15:00,364,20.0,false,,173,174,1,2014-02-12 18:22:43.087764,2014-08-14 18:12:22.834289,44,,,51.9537652,-0.2807496
186,186,2013-01-05 00:00:00,London Road,Glebe Road. Peterborough. United Kingdom,,0-3,2012-2013,15:00,13198,18.0,false,,42,12,1,2014-02-12 18:22:43.414355,2014-08-14 18:12:24.721198,8,,,52.4880742,-0.2917126
197,201,2013-08-14 00:00:00,Oak Tree Road,Oak Tree Road. Marlow. United Kingdom,,6-2,2013-2014,13:00,150,0.0,false,,250,251,1,2014-02-12 18:22:43.569909,2014-08-14 18:12:26.984952,11,,,51.5794693,-0.7741035
213,213,2013-10-12 00:00:00,Clandeboye Park,Clandeboye Rd. Bangor. United Kingdom,,2-0,2013-2014,15:00,160,8.0,false,,264,265,1,2014-02-12 18:22:43.79308,2014-08-14 18:12:28.356579,46,,,,
195,195,2013-04-13 00:00:00,Belmont Road,Belmont Road. Whitstable. United Kingdom,,1-2,2012-2013,15:00,220,8.0,false,,246,168,1,2014-02-12 18:22:43.541975,2014-08-14 18:12:30.895157,44,,,51.3546894,1.0278635
231,231,2014-03-15 00:00:00,Crown Meadow,Love Road,Lowestoft,1-1,2013-2014,15:00,601,10.0,false,3,327,328,1,2014-03-18 09:27:16.235622,2014-08-14 18:12:33.432776,43,https://dl.dropboxusercontent.com/u/45762137/Football/england/lowestofttown/programme.jpeg,https://dl.dropboxusercontent.com/u/45762137/Football/england/lowestofttown/ticket.jpeg,52.48018,1.746225
230,230,2014-02-23 00:00:00,St. James Park,Strawberry Place,Newcastle upon Tyne,1-0,2013-2014,13:30,50417,27.0,true,1,11,2,1,2014-02-26 20:13:31.296353,2014-08-14 18:12:35.279472,1,"",https://dl.dropboxusercontent.com/u/45762137/Football/england/newcastleunited/ticket.jpeg,54.97484,-1.6197362
245,237,2014-04-18 00:00:00,Winterstoke Road,Winterstoke Road,Weston-Super-Mare,1-1,2013-2014,19:45,278,12.0,false,2,218,145,1,2014-04-21 17:25:58.218657,2014-08-14 18:12:37.695406,7,https://dl.dropboxusercontent.com/u/45762137/Football/england/westonsupermare/programme_weston.jpeg,https://dl.dropboxusercontent.com/u/45762137/Football/england/westonsupermare/ticket_weston.jpeg,51.3413009,-2.9636382
252,243,2014-09-20 00:00:00,Ochilview Park,Gladstone Road,Stenhousemuir,0-1,2014-2015,15:00,224,10.0,false,2,308,306,1,2014-11-29 18:09:49.5651,2014-11-29 18:09:49.5651,38,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/eaststirlingshire/progamme.jpeg,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/eaststirlingshire/ticket2.jpeg,,
253,244,2014-09-21 00:00:00,Dens Park,Dens Road,Dundee,1-4,2014-2015,12:15,11447,25.0,false,4,234,235,1,2014-11-29 18:13:55.560165,2014-11-29 18:13:55.560165,12,https://dl.dropboxusercontent.com/u/45762137/Football/scotland/dundeefc/ticket1.jpeg,"",,
254,246,2014-10-04 00:00:00,Palmerston Park,Terregles Street,Dumfries,0-3,2014-2015,15:00,5534,16.0,false,4,241,101,1,2014-11-29 18:17:33.484813,2014-11-29 18:17:59.517927,37,"",https://dl.dropboxusercontent.com/u/45762137/Football/scotland/queenofthesouth/ticket3.jpeg,55.0697372,-3.6251525
255,245,2014-10-03 00:00:00,Bloomfield Road,Bloomfield Road,Blackpool,1-0,2014-2015,19:45,10502,15.0,true,3,26,30,1,2014-11-29 18:21:05.341588,2014-11-29 18:21:05.341588,2,"",https://dl.dropboxusercontent.com/u/45762137/Football/england/blackpool/ticket4.jpeg,,
256,247,2014-12-26 00:00:00,Welfare Park,Park Road,Bedlington,0-1,2014-2015,11:00,,6.0,false,2,288,346,1,2014-12-30 10:01:39.524924,2014-12-30 10:01:39.524924,44,"","",,
257,248,2014-12-26 00:00:00,Croft Park,Croft Park,Blyht,1-0,2014-2015,15:00,508,10.0,false,3,290,112,1,2014-12-30 10:04:04.285653,2014-12-30 10:04:04.285653,43,"","",,
258,249,2014-12-27 00:00:00,Easter Road,Albion Road,Edinburgh,4-0,2014-2015,12:15,15261,27.0,false,4,243,138,1,2014-12-30 10:07:13.917443,2014-12-30 10:07:13.917443,12,"","",,
259,250,2014-12-27 00:00:00,Meadowbank,Clockmill Lane,Edinburgh,1-1,2014-2015,15:00,,5.0,false,3,347,348,1,2014-12-30 10:09:40.42393,2014-12-30 10:09:40.42393,49,"","",,
260,251,2014-12-28 00:00:00,Tulloch Stadium,Stadium Road,Inverness,0-1,2014-2015,15:00,6614,21.0,false,2,271,291,1,2014-12-30 10:12:04.013258,2014-12-30 10:12:04.013258,12,"","",,
261,252,2015-04-03 00:00:00,Craven Cottage,Putney Bridge,London,1-4,2014-2015,15L00,23271,40.0,false,5,7,47,1,2015-04-10 06:15:48.747086,2015-04-10 06:15:48.747086,2,"","",,
262,253,2015-04-04 00:00:00,Westfield Lane,Westfield Lane,South Elmsall,0-2,2014-2015,15:00,351,6.0,false,3,349,139,1,2015-04-10 13:08:25.732258,2015-04-10 13:08:25.732258,44,"","",,
263,254,2015-04-05 00:00:00,Stadium of Light,Millennium Way,Sunderland,1-0,2014-2015,16:00,47563,32.0,true,4,15,11,1,2015-04-10 13:11:43.01133,2015-04-10 13:11:43.01133,1,"","",,
264,255,2015-04-06 00:00:00,KGV Ground,Howlbeck Road,Guisborough,1-2,2014-2015,11:00,,6.0,false,2,350,351,1,2015-04-10 13:16:00.046497,2015-04-10 13:16:00.046497,45,"","",,
265,256,2015-04-06 00:00:00,"","","",1-2,2014-2015,15:00,,10.0,false,2,105,94,1,2015-04-10 13:32:09.736116,2015-04-10 13:32:09.736116,43,"","",,
